artwork_id,title,artist,address,city,state,zip_code,latitude,longitude,materials,workType,themes,yearCreated,placement,collection
37506bbf-63d7-4ebd-ba91-113d7f93b218,Handshake,Gunther Stilling,Roundabout at Thimble Shoals Blvd. and Town Center Drive,Newport News,Virginia,23606,37.085263705282586,-76.47594866969447,aluminum (metal),outdoor sculpture,,2013,"traffic circles, intersections",Newport News Public Art Foundation
64ab6569-e58b-4e71-8f15-43cc3fb7635d,Spirit of Life,Helaine Blumenfeld,12000 Warwick Boulevard,Newport News,Virginia,23601,37.05944199719884,-76.4840869924693,marble (rock),sculpture (visual work),,2005,hospitals,Newport News Public Art Foundation
bce68398-e422-4905-9682-fad3aa186f4c,Reinvented,Rob Lorenson,Intersection of Canon and Thimble Shoals Boulevards,Newport News,Virginia,23606,37.08479784483629,-76.46954172872566,stainless steel,outdoor sculpture,,2005,intersections,Newport News Public Art Foundation
334ddf33-2aec-4977-b748-fd1bd8053abb,Memory of Green,Masaru Bando,735 Thimble Shoals Blvd.,Newport News,Virginia,23606,37.083453,-76.466937,bronze (metal),bronzes (sculptures),,2000,commercial buildings,Newport News Public Art Foundation
91a860d6-3efe-42b2-bf67-bb099a9d3d63,Selene,Maria Gamundi,Intersection of Museum Drive and Museum Parkway,Newport News,Virginia,,37.0420359,-76.4885275,marble (rock),sculpture (visual work),,2013,parks (grounds),Newport News Public Art Foundation
f09aacad-cf28-4cf5-8b02-bc1e6e43d6c1,Whitetail Crossing,Wendy Klemperer,Entrance to Deer Park at 11523 Jefferson Avenue,Newport News,Virginia,23601,37.0695,-76.472388,recycled materials,outdoor sculpture,,2015,parks (grounds),Newport News Public Art Foundation
5b42227f-6873-4af3-b8aa-06b19fb12c85,Carambola,Emanuele De Reggi,100 Main Street,Newport News,Virginia,23601,37.03343843796838,-76.45939950146939,bronze (metal),bronzes (sculptures),,2008,public spaces,Newport News Public Art Foundation
8cd5e36d-3695-4c7e-919c-48111fc10fe9,Monument to Service,Greg Henry,9710 Jefferson Avenue,Newport News,Virginia,23605,37.03050635098383,-76.44925971178952,granite (rock),outdoor sculpture,,2009,"public buildings, police stations",Newport News Public Art Foundation
8c832665-45a0-4565-ba7e-a2a427dff217,Due,Masaru Bando,Huntington Rose Garden,Newport News,Virginia,23607,37.01978833610429,-76.45221405332836,bronze (metal),bronzes (sculptures),,2016,gardens (open spaces),Newport News Public Art Foundation
988afc3c-b250-4d1f-b894-fe848925b956,Build a Dream,Richard Hunt,Intersection of Jefferson Avenue and 31st Street,Newport News,Virginia,23607,36.985104455164006,-76.42356708022137,stainless steel,sculpture (visual work),"abstract (general art genre), hope",2011,intersections,Richard Hunt Public Art Collection
698bb648-9467-4e8b-b5cf-e682de5a207d,Chryshellis,Eileen Gay,West Ocean View Ave,Norfolk,Virginia,,36.966634,-76.276204,"concrete, ceramic glaze, porcelain, mosaic glass, tile","sculpture (visual work), mosaics (visual works)",,2021,parks (recreation areas),Norfolk Arts
a8ddcb76-a8de-4b69-a6e5-18ceb0dc2d9e,Guiding Sails,Koryn Rolstad Studios,1251 W 42nd St.,Norfolk,Virginia,23508,36.882612,-76.304046,"concrete, aluminum (metal), LEDs",outdoor sculpture,,2011,community centers,Norfolk Arts
254555a8-d2c0-498e-aef0-bc67363818cf,Upper Blush,Matthew Geller,,"Norfolk, VA",Virginia,23510,36.8564757,-76.2919272,"paint, stainless steel, wood (plant material), laminated plastic",outdoor sculpture,,2017,public spaces,Norfolk Arts
2df1fb97-1a35-4d1f-ac39-3a1726d87a28,Upper Blush,Matthew Geller,146 W Olney Rd,Norfolk,Virginia,23510,36.856374,-76.289819,"paint, stainless steel, wood (plant material), concrete, lexan",sculpture (visual work),,2018,public spaces,Norfolk Arts
bf90107b-6316-4385-8a41-039da2516cdd,The Norfolk Mermaid,Mark Leichliter,1 Waterside Dr,Norfolk,Virginia,23510,36.846903,-76.294835,stainless steel,outdoor sculpture,,2009,water features,Norfolk Arts
793ded54-5ca8-4cf1-b2f5-c62ccc8638ae,Waterwork,Stephen Farley,333 Waterside Drive,Norfolk,Virginia,23510,36.84508,-76.292065,"glaze, ceramic tile","murals (any medium), photographs",,2009,parks (recreation areas),Norfolk Arts
4edf404d-c3b4-4d94-b86f-50f1f7021404,MetalMatisse,Electroland LLC,198 Bank Street,Norfolk,Virginia,23510,36.847364,-76.289284,"stainless steel, LEDs, sound device components","sculpture (visual work), light art",,2013,parks (grounds),Norfolk Arts
6dcb0358-d127-4a6f-95c7-5cb97878e838,The Canoes,Donald Lipski,Lesner Bridge,Virginia Beach,Virginia,23451,36.907513,-76.09383,"stainless steel, LEDs, canoes",outdoor sculpture,,2018,bridges (built works),Virginia Beach Public Art
